id,song,album,artist,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,album_id,date
0Veyvc3n9AcLSoK3r1dA12,Voices In My Head,Hoodie SZN,A Boogie Wit da Hoodie,0.0555,0.754,142301.0,0.663,0.0,6,0.101,-6.311,0,0.427,90.195,4,0.207,3r5hf3Cj3EMh1C2saQ8jyt,2018-12-21
77JzXZonNumWsuXKy9vr3U,Beasty,Hoodie SZN,A Boogie Wit da Hoodie,0.292,0.86,152829.0,0.418,0.0,7,0.106,-9.061,0,0.158,126.023,4,0.374,3r5hf3Cj3EMh1C2saQ8jyt,2018-12-21
18yllZD0TdF7ykcREib8Z1,I Did It,Hoodie SZN,A Boogie Wit da Hoodie,0.153,0.718,215305.0,0.454,4.6e-05,8,0.116,-9.012,1,0.127,89.483,4,0.196,3r5hf3Cj3EMh1C2saQ8jyt,2018-12-21
1wJRveJZLSb1rjhnUHQiv6,Swervin (feat. 6ix9ine),Hoodie SZN,A Boogie Wit da Hoodie,0.0153,0.581,189487.0,0.662,0.0,9,0.111,-5.239,1,0.303,93.023,4,0.434,3r5hf3Cj3EMh1C2saQ8jyt,2018-12-21
0jAfdqv18goRTUxm3ilRjb,Startender (feat. Offset and Tyga),Hoodie SZN,A Boogie Wit da Hoodie,0.0235,0.736,192779.0,0.622,0.0,6,0.151,-4.653,0,0.133,191.971,4,0.506,3r5hf3Cj3EMh1C2saQ8jyt,2018-12-21
3L19besdNQzd342qL78xqm,Demons and Angels (feat. Juice WRLD),Hoodie SZN,A Boogie Wit da Hoodie,0.0114,0.81,214593.0,0.55,5.69e-06,2,0.107,-7.46,0,0.17,76.503,4,0.183,3r5hf3Cj3EMh1C2saQ8jyt,2018-12-21
1Gno5IBUHh6vUKp4nxu2Yd,Love Drugs and Sex,Hoodie SZN,A Boogie Wit da Hoodie,0.55,0.762,157863.0,0.553,0.0,5,0.115,-7.207,0,0.112,119.973,4,0.773,3r5hf3Cj3EMh1C2saQ8jyt,2018-12-21
2A4vCndSkZ3jd5nfh3a8gc,Skeezers,Hoodie SZN,A Boogie Wit da Hoodie,0.558,0.792,198054.0,0.484,0.0,7,0.134,-7.801,0,0.155,140.019,4,0.353,3r5hf3Cj3EMh1C2saQ8jyt,2018-12-21
1srm5YnZiu7Ksnd2UTTmmk,Savage,Hoodie SZN,A Boogie Wit da Hoodie,0.188,0.78,169046.0,0.402,0.0,5,0.0597,-9.255,0,0.149,160.046,4,0.483,3r5hf3Cj3EMh1C2saQ8jyt,2018-12-21
3UhRsQVrELOATEiY7E9X2T,Come Closer (feat. Queen Naija),Hoodie SZN,A Boogie Wit da Hoodie,0.22,0.741,156512.0,0.556,0.0,7,0.0981,-6.647,0,0.0947,140.056,4,0.616,3r5hf3Cj3EMh1C2saQ8jyt,2018-12-21
3Ol2xnObFdKV9pmRD2t9x8,Look Back At It,Hoodie SZN,A Boogie Wit da Hoodie,0.407,0.791,179449.0,0.587,0.0,3,0.148,-5.075,0,0.0413,96.057,4,0.536,3r5hf3Cj3EMh1C2saQ8jyt,2018-12-21
0uH6JssU7mWkTT9mqeqEvL,Just Like Me (feat. Young Thug),Hoodie SZN,A Boogie Wit da Hoodie,0.156,0.774,220888.0,0.623,0.0,5,0.0955,-7.871,1,0.245,128.661,5,0.393,3r5hf3Cj3EMh1C2saQ8jyt,2018-12-21
02CQH5capUYovYSiSiwKgX,Bosses and Workers (feat. Don Q and Trap Manny),Hoodie SZN,A Boogie Wit da Hoodie,0.358,0.842,207223.0,0.605,0.0,1,0.0843,-6.293,0,0.0559,130.027,4,0.591,3r5hf3Cj3EMh1C2saQ8jyt,2018-12-21
0sSl9LFCzQAunHx9T1Un3O,Need A Best Friend (feat. Lil Quee and Quando Rondo),Hoodie SZN,A Boogie Wit da Hoodie,0.06,0.696,204329.0,0.52,0.0,0,0.118,-6.361,1,0.294,165.105,4,0.359,3r5hf3Cj3EMh1C2saQ8jyt,2018-12-21
3TwzcgoO6mbgX3E7Bn1RAy,The Reaper,Hoodie SZN,A Boogie Wit da Hoodie,0.379,0.761,176533.0,0.61,0.0,6,0.123,-7.039,1,0.094,141.955,4,0.479,3r5hf3Cj3EMh1C2saQ8jyt,2018-12-21
3mUk1wiSBpiuK4oSSyDmTQ,Uptown / Bustdown (feat. PnB Rock and Lil Durk),Hoodie SZN,A Boogie Wit da Hoodie,0.215,0.503,177763.0,0.751,0.0,6,0.0551,-5.785,0,0.35,90.04,4,0.324,3r5hf3Cj3EMh1C2saQ8jyt,2018-12-21
0OAyZn9pGuuL2FJih1PM58,Billie Jean,Hoodie SZN,A Boogie Wit da Hoodie,0.0919,0.83,138014.0,0.536,0.0,4,0.102,-6.324,0,0.152,139.961,4,0.375,3r5hf3Cj3EMh1C2saQ8jyt,2018-12-21
5h66wqaGklsSa8eSxTwcJT,4 Min Convo (Favorite Song),Hoodie SZN,A Boogie Wit da Hoodie,0.359,0.705,257274.0,0.65,0.0,7,0.169,-5.654,0,0.212,91.053,4,0.658,3r5hf3Cj3EMh1C2saQ8jyt,2018-12-21
7MuhbSNErlmQAGRzhnnIjT,Odee,Hoodie SZN,A Boogie Wit da Hoodie,0.208,0.854,160868.0,0.48,0.0,9,0.127,-7.388,0,0.293,86.049,4,0.293,3r5hf3Cj3EMh1C2saQ8jyt,2018-12-21
76vviJBqmRdMMb9u9npgfj,Pull Up (feat. NAV),Hoodie SZN,A Boogie Wit da Hoodie,0.487,0.828,193575.0,0.37,0.0,7,0.119,-7.446,0,0.264,149.95,4,0.557,3r5hf3Cj3EMh1C2saQ8jyt,2018-12-21
2t8yVaLvJ0RenpXUIAC52d,a lot,I Am > I Was,21 Savage,0.0395,0.837,288624.0,0.636,0.00125,1,0.342,-7.643,1,0.086,145.972,4,0.274,007DWn799UWvfY1wwZeENR,2018-12-21
5ZSIExfQuVv69tw5Qw3yDl,break da law,I Am > I Was,21 Savage,0.0493,0.904,177748.0,0.575,0.0,1,0.256,-7.823,1,0.346,141.039,4,0.359,007DWn799UWvfY1wwZeENR,2018-12-21
6ho88pvz4c8WCSFbdVXNia,a&t,I Am > I Was,21 Savage,0.00169,0.924,211588.0,0.567,0.0,5,0.0898,-5.009,1,0.0964,146.975,4,0.827,007DWn799UWvfY1wwZeENR,2018-12-21
0ZKKJTv21zJpNrKiL0LYyV,out for the night,I Am > I Was,21 Savage,0.001,0.841,137232.0,0.695,4.26e-05,9,0.189,-5.625,1,0.415,173.368,4,0.408,007DWn799UWvfY1wwZeENR,2018-12-21
4f1XXGjZZ9EkFkrbPJek6X,gun smoke,I Am > I Was,21 Savage,0.000832,0.809,167410.0,0.461,4.43e-05,10,0.143,-5.677,0,0.0907,85.992,4,0.325,007DWn799UWvfY1wwZeENR,2018-12-21
2wOXxtHZgRkkrkEbKLzzqs,1.5,I Am > I Was,21 Savage,0.000244,0.885,148656.0,0.52,1.16e-06,1,0.454,-8.353,1,0.359,84.022,4,0.306,007DWn799UWvfY1wwZeENR,2018-12-21
4paAidoE8VAemwU4jgCc6l,all my friends,I Am > I Was,21 Savage,0.171,0.713,211785.0,0.62,1.16e-06,0,0.118,-4.513,1,0.0422,130.09,4,0.206,007DWn799UWvfY1wwZeENR,2018-12-21
0hPLZrnDgtKxrym1BHjDhd,can't leave without it,I Am > I Was,21 Savage,0.111,0.872,205352.0,0.591,0.0,6,0.144,-6.952,0,0.359,131.982,4,0.696,007DWn799UWvfY1wwZeENR,2018-12-21
2QgfDF0fQ4sskDthP8MG5w,asmr,I Am > I Was,21 Savage,0.0399,0.84,171714.0,0.543,0.0,1,0.117,-7.738,1,0.476,170.067,4,0.161,007DWn799UWvfY1wwZeENR,2018-12-21
50a8bKqlwDEqeiEknrzkTO,ball w/o you,I Am > I Was,21 Savage,0.0467,0.892,195047.0,0.633,0.000189,8,0.139,-7.471,1,0.0902,137.994,4,0.459,007DWn799UWvfY1wwZeENR,2018-12-21
2LqoYvMudv9xoTqNLFKILj,good day,I Am > I Was,21 Savage,0.00359,0.966,242448.0,0.519,0.0,1,0.254,-5.682,1,0.306,122.195,4,0.119,007DWn799UWvfY1wwZeENR,2018-12-21
5stbfxsPi8gcOH2LCuA4Le,pad lock,I Am > I Was,21 Savage,0.0187,0.96,191360.0,0.55,0.0,5,0.112,-8.012,0,0.197,130.022,4,0.798,007DWn799UWvfY1wwZeENR,2018-12-21
2FUNBaa5DwItJtYEBgAblU,monster,I Am > I Was,21 Savage,0.158,0.89,233040.0,0.607,0.000228,9,0.118,-6.916,0,0.124,134.022,4,0.224,007DWn799UWvfY1wwZeENR,2018-12-21
55xNjVrGJxgqcEFqCyejTM,letter 2 my momma,I Am > I Was,21 Savage,0.0531,0.864,194810.0,0.608,1.2e-05,1,0.078,-10.567,0,0.275,80.225,4,0.963,007DWn799UWvfY1wwZeENR,2018-12-21
1uULQtJ8rbsX5TwjPpPc9Q,4L,I Am > I Was,21 Savage,0.000897,0.879,288364.0,0.41,2.09e-05,8,0.108,-9.233,1,0.551,80.011,4,0.0703,007DWn799UWvfY1wwZeENR,2018-12-21
5zsHmE2gO3RefVsPyw2e3T,What's Up Danger (with Black Caviar),Spider-Man: Into The Spider-Verse,Soundtrack,0.00363,0.701,222307.0,0.755,0.000795,2,0.121,-5.82,1,0.0417,95.036,4,0.116,35s58BRTGAEWztPo9WqCIs,2018-12-14
3KkXRkHbMCARz0aVfEt68P,Sunflower - Spider-Man: Into the Spider-Verse,Spider-Man: Into The Spider-Verse,Soundtrack,0.556,0.76,158040.0,0.479,0.0,2,0.0703,-5.574,1,0.0466,89.911,4,0.913,35s58BRTGAEWztPo9WqCIs,2018-12-14
7cFFhb9Wz2ZXLSpEk2VDKd,Way Up,Spider-Man: Into The Spider-Verse,Soundtrack,0.03,0.585,153773.0,0.941,8.41e-06,10,0.196,-3.278,0,0.145,130.024,4,0.45,35s58BRTGAEWztPo9WqCIs,2018-12-14
4Uy3kNxW2kB8AEoXljEcth,"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse",Spider-Man: Into The Spider-Verse,Soundtrack,0.0166,0.766,174893.0,0.881,2.3e-06,9,0.347,-5.158,0,0.137,112.027,5,0.674,35s58BRTGAEWztPo9WqCIs,2018-12-14
6VS7wKwtvL2FvTupYSWZ9e,Invincible,Spider-Man: Into The Spider-Verse,Soundtrack,0.141,0.724,196387.0,0.6,0.000218,10,0.104,-4.391,0,0.29,86.984,4,0.466,35s58BRTGAEWztPo9WqCIs,2018-12-14
6V81K1OcvYgHEnCA6A2Qx9,Start a Riot,Spider-Man: Into The Spider-Verse,Soundtrack,0.0128,0.728,171467.0,0.727,0.0,2,0.0882,-3.585,1,0.206,143.144,4,0.89,35s58BRTGAEWztPo9WqCIs,2018-12-14
6rz0dTA0PdhXImFV5EjM0w,Hide (feat. Seezyn),Spider-Man: Into The Spider-Verse,Soundtrack,0.0622,0.715,205800.0,0.639,0.0,5,0.157,-5.017,0,0.0752,149.996,4,0.151,35s58BRTGAEWztPo9WqCIs,2018-12-14
2CWOMDYFK4Ef3867nEhnVM,Memories,Spider-Man: Into The Spider-Verse,Soundtrack,0.0519,0.567,199147.0,0.651,0.0,5,0.183,-7.146,0,0.0554,93.989,4,0.519,35s58BRTGAEWztPo9WqCIs,2018-12-14
0vkzRCT7wzqWCFJw5TN1MQ,Save The Day (feat. Coi Leray & LouGotCash),Spider-Man: Into The Spider-Verse,Soundtrack,0.00391,0.871,178720.0,0.751,0.0,6,0.0853,-8.042,0,0.0788,139.984,4,0.787,35s58BRTGAEWztPo9WqCIs,2018-12-14
5F2AuFzEiuAQD0JVNjVJQz,Let Go,Spider-Man: Into The Spider-Verse,Soundtrack,0.463,0.764,177653.0,0.725,5.91e-06,7,0.109,-8.812,1,0.0576,100.063,4,0.0794,35s58BRTGAEWztPo9WqCIs,2018-12-14
3vWzyGTu6Ovo1GdrcJqH6e,Scared of the Dark (feat. XXXTENTACION),Spider-Man: Into The Spider-Verse,Soundtrack,0.0468,0.443,233000.0,0.623,0.0,0,0.247,-6.717,0,0.0718,79.365,4,0.156,35s58BRTGAEWztPo9WqCIs,2018-12-14
6kiauSlWtddVQx4JwJx51p,"Elevate (feat. Denzel Curry, YBN Cordae, SwaVay, Trevor Rich)",Spider-Man: Into The Spider-Verse,Soundtrack,0.176,0.58,219400.0,0.935,0.0,6,0.514,-4.847,0,0.293,129.173,4,0.666,35s58BRTGAEWztPo9WqCIs,2018-12-14
7pBsquIkbED6W6uSQJGbkn,Home,Spider-Man: Into The Spider-Verse,Soundtrack,0.00608,0.604,211360.0,0.736,0.109,10,0.11,-5.596,0,0.0555,118.012,4,0.345,35s58BRTGAEWztPo9WqCIs,2018-12-14
3EQ9QP2E7wjYQba8OSPBst,Intro,Championships,Meek Mill,0.0557,0.678,213402.0,0.76,0.0,1,0.359,-5.546,1,0.221,96.044,4,0.24,6UYZEYjpN1DYRW0kqFy9ZE,2018-11-30
45CCe4gu08OYG1I4MH8TU6,Trauma,Championships,Meek Mill,0.0284,0.682,238203.0,0.639,0.0,8,0.197,-4.406,1,0.292,89.09,4,0.183,6UYZEYjpN1DYRW0kqFy9ZE,2018-11-30
2tnlNVAhuQGgoFJxALVeXx,Uptown Vibes (feat. Fabolous & Anuel AA),Championships,Meek Mill,0.0459,0.655,190412.0,0.835,0.0,1,0.409,-3.451,1,0.059,91.035,4,0.165,6UYZEYjpN1DYRW0kqFy9ZE,2018-11-30
3DnZfpfe8wLeJgzc00gKeW,On Me (feat. Cardi B),Championships,Meek Mill,0.0482,0.864,225008.0,0.666,0.0,1,0.134,-5.525,1,0.234,132.12,4,0.538,6UYZEYjpN1DYRW0kqFy9ZE,2018-11-30
4iQ5gmTAzWfK8JyFC2LBox,What's Free (feat. Rick Ross & Jay Z),Championships,Meek Mill,0.000322,0.511,362839.0,0.718,0.0,11,0.111,-6.293,0,0.404,166.42,4,0.267,6UYZEYjpN1DYRW0kqFy9ZE,2018-11-30
6pUBrvKfJL4qmn95mxU7rC,Respect The Game,Championships,Meek Mill,0.0871,0.603,192099.0,0.67,0.0,2,0.326,-4.809,1,0.25,89.842,4,0.159,6UYZEYjpN1DYRW0kqFy9ZE,2018-11-30
6cPnE82DKBLd7sg02ZNg8K,"Splash Warning (feat. Future, Roddy Ricch and Young Thug)",Championships,Meek Mill,0.00807,0.766,168495.0,0.703,0.0,10,0.0618,-5.877,0,0.163,163.06,4,0.331,6UYZEYjpN1DYRW0kqFy9ZE,2018-11-30
5DTOk0tCrmicVQP4mc6hkr,Championships,Championships,Meek Mill,0.0786,0.488,261743.0,0.803,0.0,6,0.215,-4.165,0,0.205,167.329,4,0.319,6UYZEYjpN1DYRW0kqFy9ZE,2018-11-30
2IRZnDFmlqMuOrYOLnZZyc,Going Bad (feat. Drake),Championships,Meek Mill,0.259,0.889,180522.0,0.496,0.0,4,0.252,-6.365,0,0.0905,86.003,4,0.544,6UYZEYjpN1DYRW0kqFy9ZE,2018-11-30
1bx4Jw8A7GQtImIQGccI6D,Almost Slipped,Championships,Meek Mill,0.246,0.49,246793.0,0.651,0.0,8,0.233,-6.24,1,0.251,164.213,4,0.46,6UYZEYjpN1DYRW0kqFy9ZE,2018-11-30
35J4wXQeRuHNOEArMy6FOe,Tic Tac Toe (feat. Kodak Black),Championships,Meek Mill,0.00902,0.821,185261.0,0.72,7.07e-06,10,0.158,-4.606,0,0.222,150.039,4,0.285,6UYZEYjpN1DYRW0kqFy9ZE,2018-11-30
6irE4Fbjbry3czv7mTxVSB,24/7 (feat. Ella Mai),Championships,Meek Mill,0.0135,0.657,221522.0,0.711,0.0,0,0.221,-5.355,1,0.374,86.957,4,0.368,6UYZEYjpN1DYRW0kqFy9ZE,2018-11-30
0jqLv5PuEUA0GthFjdtlS1,Oodles O' Noodles Babies,Championships,Meek Mill,0.593,0.609,181274.0,0.836,0.0,4,0.466,-3.442,0,0.264,72.099,4,0.584,6UYZEYjpN1DYRW0kqFy9ZE,2018-11-30
0UNeNA0dcfUMsGxvLwf2p3,Pay You Back (feat. 21 Savage),Championships,Meek Mill,0.03,0.821,235263.0,0.694,0.0,9,0.411,-5.169,1,0.229,85.047,4,0.23,6UYZEYjpN1DYRW0kqFy9ZE,2018-11-30
3gHLXLJ9JE1oOayo3ar4E5,100 Summers,Championships,Meek Mill,0.171,0.481,163834.0,0.483,0.0,4,0.0964,-8.174,0,0.331,79.012,4,0.453,6UYZEYjpN1DYRW0kqFy9ZE,2018-11-30
4Kdu9AlfQyu0o6r2ozCMTc,Wit The Shits (W.T.S) [feat. Melii],Championships,Meek Mill,0.00735,0.756,170539.0,0.814,0.0,0,0.143,-5.398,1,0.0416,146.99,4,0.709,6UYZEYjpN1DYRW0kqFy9ZE,2018-11-30
0UOF9AAyS8H9iCWmePj29w,Stuck In My Ways,Championships,Meek Mill,0.147,0.703,191486.0,0.701,0.0,1,0.27,-4.764,1,0.159,139.944,4,0.556,6UYZEYjpN1DYRW0kqFy9ZE,2018-11-30
3lb5fWSG2p7x8ik8HN9oFR,Dangerous (feat. Jeremih and PnB Rock),Championships,Meek Mill,0.0467,0.734,233750.0,0.493,0.0,0,0.0477,-7.528,1,0.308,86.043,4,0.562,6UYZEYjpN1DYRW0kqFy9ZE,2018-11-30
75ld9n7watXCD0nHnE931J,Cold Hearted II,Championships,Meek Mill,0.0377,0.296,301870.0,0.781,0.0,6,0.805,-7.148,1,0.451,77.27,4,0.367,6UYZEYjpN1DYRW0kqFy9ZE,2018-11-30
3fpVWegR6YOS1Yk5HSMYIq,Paranoid,beerbongs & bentleys,Post Malone,0.0379,0.61,221787.0,0.554,3.84e-05,0,0.166,-5.501,1,0.137,159.85,4,0.244,6trNtQUgC8cgbWcqoMYkOR,2018-04-27
5VuxWXbt7XENQCtE9TzpTv,Spoil My Night (feat. Swae Lee),beerbongs & bentleys,Post Malone,0.337,0.669,194560.0,0.675,1.5e-05,1,0.109,-2.869,1,0.0337,160.911,4,0.262,6trNtQUgC8cgbWcqoMYkOR,2018-04-27
2VdT56BGpdqNHUgOe1j5vc,Rich & Sad,beerbongs & bentleys,Post Malone,0.186,0.601,206453.0,0.59,0.0,2,0.0942,-5.001,1,0.0569,151.952,4,0.274,6trNtQUgC8cgbWcqoMYkOR,2018-04-27
5lZZmityu9TAjNvSY6GLhR,Zack And Codeine,beerbongs & bentleys,Post Malone,0.143,0.742,204360.0,0.84,0.0,5,0.133,-5.198,0,0.0471,138.032,4,0.287,6trNtQUgC8cgbWcqoMYkOR,2018-04-27
5ffntNJnJOeFv7b7DCd0Bw,Takin' Shots,beerbongs & bentleys,Post Malone,0.597,0.767,216747.0,0.625,0.0,5,0.409,-6.193,1,0.0836,120.092,4,0.577,6trNtQUgC8cgbWcqoMYkOR,2018-04-27
0e7ipj03S05BNilyu5bRzt,rockstar (feat. 21 Savage),beerbongs & bentleys,Post Malone,0.117,0.587,218147.0,0.535,6.56e-05,5,0.131,-6.09,0,0.0898,159.847,4,0.14,6trNtQUgC8cgbWcqoMYkOR,2018-04-27
09IOPhEh1OMe0HD9b36FJk,Over Now,beerbongs & bentleys,Post Malone,0.131,0.559,246987.0,0.761,1.6e-06,4,0.143,-4.041,0,0.0877,163.898,4,0.24,6trNtQUgC8cgbWcqoMYkOR,2018-04-27
3swc6WTsr7rl9DqQKQA55C,Psycho (feat. Ty Dolla $ign),beerbongs & bentleys,Post Malone,0.58,0.739,221440.0,0.559,0.0,8,0.112,-8.011,1,0.117,140.124,4,0.439,6trNtQUgC8cgbWcqoMYkOR,2018-04-27
7dt6x5M1jzdTEt8oCbisTK,Better Now,beerbongs & bentleys,Post Malone,0.354,0.68,231267.0,0.563,0.0,10,0.136,-5.843,1,0.0454,145.028,4,0.374,6trNtQUgC8cgbWcqoMYkOR,2018-04-27
6IaieqiCVvsNvEt6Y7yOFa,Ball For Me (feat. Nicki Minaj),beerbongs & bentleys,Post Malone,0.493,0.792,206267.0,0.56,0.0,9,0.0849,-4.125,1,0.225,134.044,4,0.505,6trNtQUgC8cgbWcqoMYkOR,2018-04-27
4qWCFTuNnmGNdY4egtb4ZY,Otherside,beerbongs & bentleys,Post Malone,0.354,0.645,228227.0,0.657,5.17e-06,9,0.213,-5.688,0,0.0334,104.931,4,0.136,6trNtQUgC8cgbWcqoMYkOR,2018-04-27
4H7WNRErSbONkM06blBoGc,Stay,beerbongs & bentleys,Post Malone,0.414,0.479,204427.0,0.468,0.0,5,0.148,-5.396,1,0.0274,85.913,4,0.35,6trNtQUgC8cgbWcqoMYkOR,2018-04-27
1ZemPoaj7LBj1RAQrb89EC,Blame It On Me,beerbongs & bentleys,Post Malone,0.135,0.651,261800.0,0.587,1.07e-05,11,0.149,-7.307,0,0.0421,121.838,4,0.317,6trNtQUgC8cgbWcqoMYkOR,2018-04-27
688QpQAwqsLdBR6lr13wK1,Same Bitches (feat. G-Eazy & YG),beerbongs & bentleys,Post Malone,0.379,0.727,212467.0,0.774,2.47e-06,10,0.114,-5.246,0,0.0588,99.932,4,0.211,6trNtQUgC8cgbWcqoMYkOR,2018-04-27
0R6Jlsq25eZB3Wftpxi3oF,Jonestown (Interlude),beerbongs & bentleys,Post Malone,0.751,0.341,112013.0,0.495,0.462,0,0.261,-10.251,0,0.0446,78.395,4,0.252,6trNtQUgC8cgbWcqoMYkOR,2018-04-27
1D2L6MefbXon28PzIk9I3r,92 Explorer,beerbongs & bentleys,Post Malone,0.269,0.802,211427.0,0.743,1.36e-06,7,0.121,-4.82,0,0.0474,146.03,4,0.877,6trNtQUgC8cgbWcqoMYkOR,2018-04-27
32lItqlMi4LBhb4k0BaSaC,Candy Paint,beerbongs & bentleys,Post Malone,0.627,0.67,227533.0,0.654,1.02e-06,4,0.071,-5.944,1,0.153,180.024,4,0.438,6trNtQUgC8cgbWcqoMYkOR,2018-04-27
0MrRAUcB8AZiB9ue2VOBYe,Sugar Wraith,beerbongs & bentleys,Post Malone,0.26,0.6,228147.0,0.767,0.0,5,0.0979,-4.232,0,0.0868,164.079,4,0.291,6trNtQUgC8cgbWcqoMYkOR,2018-04-27
7wBJfHzpfI3032CSD7CE2m,STARGAZING,ASTROWORLD,Travis Scott,0.00947,0.487,270715.0,0.789,4.05e-06,8,0.189,-3.69,1,0.044,150.007,4,0.0564,41GuZcammIkupMPKH2OJ6I,2018-08-03
7KZ5MMVgBVox9ycroB2UrI,CAROUSEL,ASTROWORLD,Travis Scott,0.229,0.428,180183.0,0.403,0.0,5,0.22,-5.914,0,0.209,95.387,5,0.133,41GuZcammIkupMPKH2OJ6I,2018-08-03
2xLMifQCjDGFmkHkpNLD9h,SICKO MODE,ASTROWORLD,Travis Scott,0.00513,0.834,312820.0,0.73,0.0,8,0.124,-3.714,1,0.222,155.008,4,0.446,41GuZcammIkupMPKH2OJ6I,2018-08-03
4SZepBIPDRwPaHIjAKwRDb,R.I.P. SCREW,ASTROWORLD,Travis Scott,0.389,0.607,185610.0,0.609,1.6e-05,0,0.111,-5.978,0,0.291,74.946,4,0.556,41GuZcammIkupMPKH2OJ6I,2018-08-03
1xYpVRspgaLxdJLOTQkTjg,STOP TRYING TO BE GOD,ASTROWORLD,Travis Scott,0.221,0.588,338438.0,0.567,0.0,4,0.135,-3.738,0,0.0628,150.009,4,0.113,41GuZcammIkupMPKH2OJ6I,2018-08-03
6OaVWaGfhXn70ZJfdVcabn,NO BYSTANDERS,ASTROWORLD,Travis Scott,0.0204,0.731,218284.0,0.811,0.0,1,0.411,-3.225,1,0.0712,147.045,4,0.426,41GuZcammIkupMPKH2OJ6I,2018-08-03
6NMtzpDQBTOfJwMzgMX0zl,SKELETONS,ASTROWORLD,Travis Scott,0.00146,0.46,145588.0,0.686,0.0,0,0.375,-5.948,0,0.0367,148.054,4,0.252,41GuZcammIkupMPKH2OJ6I,2018-08-03
20MuVazoNMv6xjKPnRFOxG,WAKE UP,ASTROWORLD,Travis Scott,0.192,0.741,231964.0,0.645,0.0,11,0.163,-5.116,0,0.0963,149.07,4,0.488,41GuZcammIkupMPKH2OJ6I,2018-08-03
11kDth1aKUEUMq9r1pqyds,5% TINT,ASTROWORLD,Travis Scott,0.173,0.712,196138.0,0.481,0.0,4,0.241,-5.415,0,0.0487,140.0,4,0.062,41GuZcammIkupMPKH2OJ6I,2018-08-03
6BJbOXDlgVAXSaq6wYFYT2,NC-17,ASTROWORLD,Travis Scott,0.0678,0.804,156886.0,0.763,0.0,2,0.368,-5.48,1,0.0519,136.052,4,0.0585,41GuZcammIkupMPKH2OJ6I,2018-08-03
4MXhiYIRDMGAuvZc5IFTwC,ASTROTHUNDER,ASTROWORLD,Travis Scott,0.142,0.7,142969.0,0.46,4.81e-05,4,0.111,-8.111,0,0.0661,151.901,4,0.286,41GuZcammIkupMPKH2OJ6I,2018-08-03
7lAK3oHbfEnvUQWosrMMpR,YOSEMITE,ASTROWORLD,Travis Scott,0.283,0.785,150043.0,0.554,3.4e-06,0,0.116,-6.571,1,0.0409,128.047,4,0.144,41GuZcammIkupMPKH2OJ6I,2018-08-03
27a1mYSG5tYg7dmEjWBcmL,CAN'T SAY,ASTROWORLD,Travis Scott,0.201,0.702,198408.0,0.708,0.0,10,0.118,-5.366,0,0.0547,147.98,4,0.713,41GuZcammIkupMPKH2OJ6I,2018-08-03
4KYS9GK68yeuUJ8vJfPxrq,WHO? WHAT!,ASTROWORLD,Travis Scott,0.0462,0.834,176720.0,0.731,0.0,10,0.0731,-5.603,0,0.0566,140.001,4,0.681,41GuZcammIkupMPKH2OJ6I,2018-08-03
2cYqizR4lgvp4Qu6IQ3qGN,BUTTERFLY EFFECT,ASTROWORLD,Travis Scott,0.0531,0.763,190557.0,0.628,0.0,11,0.114,-5.85,1,0.05,140.958,4,0.193,41GuZcammIkupMPKH2OJ6I,2018-08-03
58TaFP5j5i9swOf584yon2,HOUSTONFORNICATION,ASTROWORLD,Travis Scott,0.0985,0.689,217828.0,0.723,0.0,0,0.158,-4.052,0,0.0836,160.042,4,0.288,41GuZcammIkupMPKH2OJ6I,2018-08-03
6vnfObZ4Ys70SBAtti1xZ9,COFFEE BEAN,ASTROWORLD,Travis Scott,0.0862,0.81,209116.0,0.582,0.00681,5,0.207,-5.098,0,0.125,95.004,4,0.503,41GuZcammIkupMPKH2OJ6I,2018-08-03
69iiDrtnLNPWviEvaaRuvC,Intro,A Star Is Born (Soundtrack),Lady Gaga & Bradley Cooper,0.908,0.232,20413.0,0.925,0.576,9,0.835,-19.327,0,0.329,101.225,3,0.0426,4sLtOBOzn4s3GDUv3c5oJD,2018-10-05
4HUqrGAZ5f0gHRor7z9BFc,Black Eyes,A Star Is Born (Soundtrack),Lady Gaga & Bradley Cooper,0.000811,0.373,183773.0,0.937,6.37e-05,11,0.815,-2.133,0,0.0834,150.242,4,0.46,4sLtOBOzn4s3GDUv3c5oJD,2018-10-05
4fIdH1l3SS0qdYRJiHwUnO,Somewhere Over The Rainbow - Dialogue,A Star Is Born (Soundtrack),Lady Gaga & Bradley Cooper,0.953,0.283,42040.0,0.22,2.35e-06,5,0.79,-22.951,1,0.443,150.884,4,0.334,4sLtOBOzn4s3GDUv3c5oJD,2018-10-05
4ta4r7V0QkZ15H4uyFCKGs,Fabulous French - Dialogue,A Star Is Born (Soundtrack),Lady Gaga & Bradley Cooper,0.807,0.514,19493.0,0.7,0.0,7,0.796,-11.251,1,0.724,101.59,5,0.863,4sLtOBOzn4s3GDUv3c5oJD,2018-10-05
3WKnfkgwrARwElktHSU5Ik,La Vie En Rose,A Star Is Born (Soundtrack),Lady Gaga & Bradley Cooper,0.758,0.276,179760.0,0.405,0.0,8,0.706,-7.296,1,0.0329,76.18,4,0.335,4sLtOBOzn4s3GDUv3c5oJD,2018-10-05
